state,district,age_0_5,age_5_17,age_18_greater,Total_Enrollment,demo_age_5_17,biometric_age_5_17,youth_ratio,demo_update_ratio,biometric_update_ratio,Education_Engagement_Index,Education_Cluster,Education_Status
Assam,Cachar,11474,4513,1527,17514,5078.0,0.0,0.2576795706292109,0.2899394769898367,0.0,0.2029376498800959,0,Low Education Engagement
Assam,Charaideo,659,336,194,1189,763.0,0.0,0.2825904121110176,0.6417157275021026,0.0,0.3196804037005887,1,Low Education Engagement
Assam,Chirang,2013,1071,264,3348,1175.0,0.0,0.3198924731182795,0.3509557945041816,0.0,0.2492383512544803,0,Low Education Engagement
Assam,Darrang,4390,1914,1291,7595,3187.0,0.0,0.2520078999341672,0.4196181698485846,0.0,0.2392890059249506,0,Low Education Engagement
Assam,Dhemaji,3864,1846,1191,6901,1927.0,0.0,0.2674974641356325,0.2792348934936965,0.0,0.2041443269091435,0,Low Education Engagement
Assam,Dhubri,8432,3849,365,12646,7185.0,0.0,0.3043650166060414,0.5681638462755021,0.0,0.3074134113553692,0,Low Education Engagement
Assam,Dibrugarh,3895,1675,1492,7062,1874.0,0.0,0.2371849334466157,0.265363919569527,0.0,0.1863423959218351,0,Critical - Severe Education Exclusion
Assam,Dima Hasao,119,103,28,250,16.0,0.0,0.412,0.064,0.0,0.2045999999999999,0,Low Education Engagement
Assam,Goalpara,6881,2220,797,9898,4325.0,0.0,0.2242877348959385,0.4369569610022226,0.0,0.2320165690038391,0,Low Education Engagement
Assam,Golaghat,5537,4047,1921,11505,1998.0,0.0,0.3517601043024772,0.1736636245110821,0.0,0.2103911342894393,0,Low Education Engagement
Assam,Hailakandi,3826,1441,311,5578,2253.0,0.0,0.2583363212621011,0.4039082108282538,0.0,0.2374238078164216,0,Low Education Engagement
Assam,Hojai,5288,1607,155,7050,2371.0,0.0,0.2279432624113475,0.3363120567375886,0.0,0.2034680851063829,0,Low Education Engagement
Assam,Jorhat,2905,1122,860,4887,1266.0,0.0,0.2295887047268262,0.2590546347452425,0.0,0.1810313075506445,0,Critical - Severe Education Exclusion
Assam,Kamrup,9311,3370,985,13666,3266.0,0.0,0.2465973949948778,0.2389872676715937,0.0,0.1826650080491731,0,Critical - Severe Education Exclusion
Assam,Kamrup Metro,2654,2055,1337,6046,2308.0,0.0,0.3398941448891829,0.3817399933840555,0.0,0.2674743632153489,0,Low Education Engagement
Assam,Karbi Anglong,2918,4107,1082,8107,2438.0,0.0,0.5065992352288146,0.3007277661280375,0.0,0.3181879856913778,0,Low Education Engagement
Assam,Karimganj,9336,4903,594,14833,4135.0,0.0,0.3305467538596373,0.2787703094451561,0.0,0.2323771320703835,0,Low Education Engagement
Assam,Kokrajhar,2519,1572,518,4609,1928.0,0.0,0.3410718160121501,0.4183119982642655,0.0,0.2789759166847472,0,Low Education Engagement
Assam,Lakhimpur,4726,1825,648,7199,2993.0,0.0,0.2535074315877205,0.4157521878038616,0.0,0.2388040005556327,0,Low Education Engagement
Assam,Majuli,347,157,11,515,290.0,0.0,0.3048543689320388,0.5631067961165048,0.0,0.3061165048543689,0,Low Education Engagement
Assam,Marigaon,6735,2928,824,10487,4499.0,0.0,0.2792028225421951,0.4290073424239534,0.0,0.2543434728711738,0,Low Education Engagement
Assam,Nagaon,9002,3478,393,12873,7120.0,0.0,0.2701778917113338,0.5530956265050881,0.0,0.2875087392216266,0,Low Education Engagement
Assam,Nalbari,2709,977,195,3881,2083.0,0.0,0.2517392424632826,0.5367173408915228,0.0,0.274297861375934,0,Low Education Engagement
Assam,North Cachar Hills,501,420,137,1058,300.0,0.0,0.3969754253308128,0.2835538752362949,0.0,0.2637051039697543,0,Low Education Engagement
Assam,Sibsagar,1561,514,662,2737,1031.0,0.0,0.1877968578735842,0.3766898063573255,0.0,0.1975155279503105,0,Critical - Severe Education Exclusion
Assam,Sivasagar,204,113,105,422,0.0,0.0,0.2677725118483412,0.0,0.0,0.1204976303317535,0,Critical - Severe Education Exclusion
Assam,Sonitpur,5501,2723,973,9197,3162.0,0.0,0.2960748070022833,0.3438077634011091,0.0,0.2363759921713602,0,Low Education Engagement
Assam,South Salmara Mankachar,1062,364,46,1472,1188.0,0.0,0.2472826086956521,0.8070652173913043,0.0,0.3533967391304348,1,Moderate Education Engagement
Assam,Sribhumi,115,43,11,169,192.0,0.0,0.2544378698224852,1.0,0.0,0.4144970414201183,1,Moderate Education Engagement
Assam,Tamulpur District,22,33,0,55,54.0,0.0,0.6,0.9818181818181818,0.0,0.5645454545454546,2,High Education Engagement
Assam,Tinsukia,3884,2867,1633,8384,2000.0,0.0,0.3419608778625954,0.2385496183206107,0.0,0.2254472805343511,0,Low Education Engagement
Assam,Udalguri,2658,1322,585,4565,1380.0,0.0,0.2895947426067908,0.3023001095290252,0.0,0.2210076670317634,0,Low Education Engagement
Assam,West Karbi Anglong,390,987,507,1884,152.0,0.0,0.5238853503184714,0.0806794055201698,0.0,0.259952229299363,0,Low Education Engagement
Bihar,Araria,9939,5515,125,15579,9001.0,0.0,0.3540021824250594,0.5777649399833109,0.0,0.3326304640862699,2,Low Education Engagement
Bihar,Arwal,812,3020,34,3866,2232.0,0.0,0.7811691670977755,0.5773409208484221,0.0,0.5247284014485256,2,High Education Engagement
Bihar,Aurangabad,3050,7160,73,10283,10571.0,0.0,0.696294855586891,1.0,0.0,0.613332685014101,2,High Education Engagement
Bihar,Banka,6198,4797,79,11074,7434.0,0.0,0.4331768105472277,0.6713021491782554,0.0,0.396320209499729,2,Moderate Education Engagement
Bihar,Begusarai,8106,5045,58,13209,13270.0,0.0,0.3819365584071466,1.0,0.0,0.4718714512832159,2,High Education Engagement
Bihar,Bhabua,14,17,0,31,5.0,0.0,0.5483870967741935,0.1612903225806451,0.0,0.2951612903225806,0,Low Education Engagement
Bihar,Bhagalpur,10456,10229,377,21062,15385.0,0.0,0.4856613806855949,0.7304624442123255,0.0,0.4376863545722154,2,High Education Engagement
Bihar,Bhojpur,3136,10115,106,13357,10707.0,0.0,0.7572808265329041,0.8016021561727933,0.0,0.5812570187916448,2,High Education Engagement
Bihar,Buxar,2528,4648,64,7240,7052.0,0.0,0.6419889502762431,0.9740331491712708,0.0,0.5811049723756906,2,High Education Engagement
Bihar,Darbhanga,10017,5677,71,15765,12315.0,0.0,0.3601014906438313,0.7811607992388202,0.0,0.3963939105613701,2,Moderate Education Engagement
Bihar,East Champaran,14208,28508,1605,44321,18246.0,0.0,0.6432165339229711,0.4116784368583741,0.0,0.4129509713228492,2,Moderate Education Engagement
Bihar,Gaya,6722,20244,435,27401,19945.0,0.0,0.7388051530966023,0.727893142586037,0.0,0.5508302616692822,2,High Education Engagement
Bihar,Gopalganj,5303,9649,196,15148,8025.0,0.0,0.6369817797729073,0.529772907314497,0.0,0.4455736730921573,2,High Education Engagement
Bihar,Jamui,5193,5029,160,10382,5423.0,0.0,0.4843960701213639,0.5223463687150838,0.0,0.3746821421691388,2,Moderate Education Engagement
Bihar,Jehanabad,915,3827,141,4883,4393.0,0.0,0.783739504403031,0.8996518533688307,0.0,0.6225783329920132,2,High Education Engagement
Bihar,Kaimur,3033,4707,85,7825,5463.0,0.0,0.6015335463258786,0.6981469648562301,0.0,0.4801341853035143,2,High Education Engagement
Bihar,Katihar,11332,4903,115,16350,11847.0,0.0,0.2998776758409786,0.7245871559633027,0.0,0.3523211009174312,1,Moderate Education Engagement
Bihar,Khagaria,4348,3779,69,8196,7370.0,0.0,0.4610785749145925,0.8992191312835529,0.0,0.4772510980966324,2,High Education Engagement
Bihar,Kishanganj,6957,1782,25,8764,6372.0,0.0,0.20333181195801,0.7270652670013692,0.0,0.3096188954815153,1,Low Education Engagement
Bihar,Lakhisarai,2664,3423,68,6155,4081.0,0.0,0.5561332250203087,0.663038180341186,0.0,0.4491714053614947,2,High Education Engagement
Bihar,Madhepura,4571,4417,39,9027,6595.0,0.0,0.4893098482330785,0.7305860197186219,0.0,0.4393652376204719,2,High Education Engagement
Bihar,Madhubani,12598,12534,798,25930,13587.0,0.0,0.4833783262630158,0.5239876590821443,0.0,0.3747165445430004,2,Moderate Education Engagement
Bihar,Munger,2474,3554,108,6136,4131.0,0.0,0.5792046936114733,0.6732398956975228,0.0,0.4626140808344198,2,High Education Engagement
Bihar,Muzaffarpur,14087,14103,665,28855,15939.0,0.0,0.4887541154046093,0.552382602668515,0.0,0.3856541327326286,2,Moderate Education Engagement
Bihar,Nalanda,3676,10763,136,14575,11812.0,0.0,0.7384562607204117,0.8104288164665523,0.0,0.5754339622641509,2,High Education Engagement
Bihar,Nawada,2742,12380,291,15413,6895.0,0.0,0.8032180626743658,0.447349639914358,0.0,0.495653020177772,2,High Education Engagement
Bihar,Patna,6745,17151,748,24644,20931.0,0.0,0.6959503327381918,0.849334523616296,0.0,0.5679780068170751,2,High Education Engagement
Bihar,Purnia,12364,7809,184,20357,9549.0,0.0,0.3836026919487154,0.4690769759787788,0.0,0.3133443041705556,0,Low Education Engagement
Bihar,Rohtas,2741,5120,78,7939,10462.0,0.0,0.6449174959062854,1.0,0.0,0.5902128731578284,2,High Education Engagement
Bihar,Saharsa,6281,6577,205,13063,6443.0,0.0,0.5034831202633392,0.493225139707571,0.0,0.374534946030774,2,Moderate Education Engagement
Bihar,Samastipur,11330,7828,131,19289,15455.0,0.0,0.405827155373529,0.8012338638602312,0.0,0.4229923790761574,2,Moderate Education Engagement
Bihar,Saran,7592,16407,219,24218,14788.0,0.0,0.6774713023371046,0.6106201998513502,0.0,0.4880481460071021,2,High Education Engagement
Bihar,Sheikhpura,1255,1952,21,3228,2327.0,0.0,0.6047087980173482,0.7208798017348204,0.0,0.4883828996282527,2,High Education Engagement
Bihar,Sheohar,2067,1184,11,3262,2482.0,0.0,0.3629675045984059,0.7608828939301042,0.0,0.3916002452483139,2,Moderate Education Engagement
Bihar,Sitamarhi,20679,18856,2697,42232,12645.0,0.0,0.4464860769085054,0.2994175033150217,0.0,0.2907439856033339,0,Low Education Engagement
Bihar,Siwan,6149,9025,137,15311,10600.0,0.0,0.5894454967017178,0.6923127163477238,0.0,0.4729442884200902,2,High Education Engagement
Bihar,Supaul,5691,4563,157,10411,6449.0,0.0,0.4382864278167323,0.6194409758908846,0.0,0.3830611852847949,2,Moderate Education Engagement
Bihar,Vaishali,8257,9698,52,18007,12462.0,0.0,0.5385683345365692,0.6920641972566224,0.0,0.4499750097184428,2,High Education Engagement
Bihar,West Champaran,16645,28807,1345,46797,17334.0,0.0,0.6155736478834113,0.370408359510225,0.0,0.3881306494006026,2,Moderate Education Engagement
Chandigarh,Chandigarh,2473,211,36,2720,13132.0,0.0,0.0775735294117647,1.0,0.0,0.3349080882352941,1,Low Education Engagement
Chandigarh,Rupnagar,3,0,0,3,1.0,0.0,0.0,0.3333333333333333,0.0,0.0999999999999999,0,Critical - Severe Education Exclusion
Chhattisgarh,Balod,1603,71,4,1678,5704.0,0.0,0.0423122765196662,1.0,0.0,0.3190405244338498,1,Low Education Engagement
Chhattisgarh,Baloda Bazar,4349,562,33,4944,8282.0,0.0,0.113673139158576,1.0,0.0,0.3511529126213592,1,Moderate Education Engagement
Chhattisgarh,Balrampur,4593,1528,69,6190,3542.0,0.0,0.2468497576736672,0.5722132471728595,0.0,0.282746365105008,0,Low Education Engagement
Chhattisgarh,Bastar,4794,1808,6,6608,9378.0,0.0,0.2736077481840194,1.0,0.0,0.4231234866828087,1,Moderate Education Engagement
Chhattisgarh,Bemetara,2458,302,11,2771,4199.0,0.0,0.108985925658607,1.0,0.0,0.3490436665463731,1,Moderate Education Engagement
Chhattisgarh,Bijapur,3601,1761,1362,6724,1137.0,0.0,0.2618976799524092,0.1690957763236169,0.0,0.1685826888756692,0,Critical - Severe Education Exclusion
Chhattisgarh,Bilaspur,7490,1432,19,8941,12889.0,0.0,0.160161055810312,1.0,0.0,0.3720724751146404,1,Moderate Education Engagement
Chhattisgarh,Dakshin Bastar Dantewada,1028,172,24,1224,1408.0,0.0,0.1405228758169934,1.0,0.0,0.363235294117647,1,Moderate Education Engagement
Chhattisgarh,Dantewada,584,126,0,710,699.0,0.0,0.1774647887323943,0.9845070422535211,0.0,0.3752112676056338,1,Moderate Education Engagement
Chhattisgarh,Dhamtari,1876,89,3,1968,3073.0,0.0,0.0452235772357723,1.0,0.0,0.3203506097560975,1,Low Education Engagement
Chhattisgarh,Durg,3528,520,47,4095,10565.0,0.0,0.1269841269841269,1.0,0.0,0.3571428571428571,1,Moderate Education Engagement
Chhattisgarh,Gariyaband,1307,229,6,1542,1307.0,0.0,0.1485084306095979,0.8476005188067445,0.0,0.3211089494163424,1,Low Education Engagement
Chhattisgarh,Gaurela Pendra Marwahi,115,20,5,140,439.0,0.0,0.1428571428571428,1.0,0.0,0.3642857142857142,1,Moderate Education Engagement
Chhattisgarh,Gaurella Pendra Marwahi,623,290,70,983,0.0,0.0,0.2950152594099695,0.0,0.0,0.1327568667344862,0,Critical - Severe Education Exclusion
Chhattisgarh,Janjgir Champa,4119,577,1,4697,7208.0,0.0,0.122844368746008,1.0,0.0,0.3552799659357036,1,Moderate Education Engagement
Chhattisgarh,Jashpur,1666,875,2,2543,8700.0,0.0,0.3440817931576878,1.0,0.0,0.4548368069209595,1,High Education Engagement
Chhattisgarh,Kabeerdham,860,92,3,955,3034.0,0.0,0.0963350785340314,1.0,0.0,0.3433507853403141,1,Low Education Engagement
Chhattisgarh,Kanker,1426,277,2,1705,2867.0,0.0,0.1624633431085044,1.0,0.0,0.373108504398827,1,Moderate Education Engagement
Chhattisgarh,Kawardha,1884,257,1,2142,4631.0,0.0,0.1199813258636788,1.0,0.0,0.3539915966386554,1,Moderate Education Engagement
Chhattisgarh,Khairagarh Chhuikhadan Gandai,183,63,0,246,641.0,0.0,0.2560975609756097,1.0,0.0,0.4152439024390243,1,Moderate Education Engagement
Chhattisgarh,Kondagaon,1975,1054,9,3038,4193.0,0.0,0.3469387755102041,1.0,0.0,0.4561224489795918,1,High Education Engagement
Chhattisgarh,Korba,3040,489,13,3542,6101.0,0.0,0.1380575945793337,1.0,0.0,0.3621259175607002,1,Moderate Education Engagement
Chhattisgarh,Koriya,1258,504,1,1763,2301.0,0.0,0.2858763471355643,1.0,0.0,0.4286443562110039,1,Moderate Education Engagement
Chhattisgarh,Mahasamund,2773,563,25,3361,8593.0,0.0,0.1675096697411484,1.0,0.0,0.3753793513835168,1,Moderate Education Engagement
Chhattisgarh,Manendragarh Chirmiri Bharatpur,188,106,0,294,395.0,0.0,0.3605442176870748,1.0,0.0,0.4622448979591836,2,High Education Engagement
Chhattisgarh,Mohalla Manpur Ambagarh Chowki,10,4,0,14,32.0,0.0,0.2857142857142857,1.0,0.0,0.4285714285714285,1,Moderate Education Engagement
Chhattisgarh,Mohla Manpur Ambagarh Chouki,162,93,4,259,3477.0,0.0,0.3590733590733591,1.0,0.0,0.4615830115830115,2,High Education Engagement
Chhattisgarh,Mungeli,2600,355,2,2957,3835.0,0.0,0.1200541088941494,1.0,0.0,0.3540243490023672,1,Moderate Education Engagement
Chhattisgarh,Narayanpur,448,306,8,762,2057.0,0.0,0.4015748031496063,1.0,0.0,0.4807086614173228,2,High Education Engagement
Chhattisgarh,Raigarh,4294,625,37,4956,5194.0,0.0,0.1261097659402744,1.0,0.0,0.3567493946731235,1,Moderate Education Engagement
Chhattisgarh,Raipur,6205,779,57,7041,12289.0,0.0,0.1106376935094446,1.0,0.0,0.3497869620792501,1,Moderate Education Engagement
Chhattisgarh,Rajnandgaon,3791,371,23,4185,10303.0,0.0,0.0886499402628435,1.0,0.0,0.3398924731182796,1,Low Education Engagement
Chhattisgarh,Sakti,373,80,2,455,967.0,0.0,0.1758241758241758,1.0,0.0,0.3791208791208791,1,Moderate Education Engagement
Chhattisgarh,Sarangarh Bilaigarh,159,24,3,186,622.0,0.0,0.1290322580645161,1.0,0.0,0.3580645161290322,1,Moderate Education Engagement
Chhattisgarh,Sukma,1256,804,119,2179,1509.0,0.0,0.3689765947682423,0.692519504359798,0.0,0.3737953189536485,2,Moderate Education Engagement
Chhattisgarh,Surajpur,2250,720,7,2977,3394.0,0.0,0.2418542156533422,1.0,0.0,0.408834397044004,1,Moderate Education Engagement
Chhattisgarh,Surguja,2866,679,11,3556,9129.0,0.0,0.1909448818897637,1.0,0.0,0.3859251968503936,1,Moderate Education Engagement
Chhattisgarh,Uttar Bastar Kanker,718,162,8,888,1113.0,0.0,0.1824324324324324,1.0,0.0,0.3820945945945946,1,Moderate Education Engagement
Dadra and Nagar Haveli and Daman and Diu,Dadra And Nagar Haveli,1287,222,39,1548,0.0,0.0,0.1434108527131783,0.0,0.0,0.0645348837209302,0,Critical - Severe Education Exclusion
